Country Name,ISO3,Year,HDI,Suicide_rate,GDP_per_capita,log_GDP_per_capita,income_group_auto,continent,Low_data_quality_flag,HDI_sq,Suicide_rate_lag1,HDI_lag1,Low_data_quality_flag_panel
Central African Republic,CAF,2010,0.357,,398.1232264201741,5.986761571484917,Low,Africa,✅ Sufficient data,0.12744899999999998,,,⚠️ Low data reliability
Central African Republic,CAF,2019,0.391,,398.1232264201741,5.986761571484917,Low,Africa,✅ Sufficient data,0.15288100000000002,,0.357,⚠️ Low data reliability
Central African Republic,CAF,2020,0.389,11.74,398.1232264201741,5.986761571484917,Low,Africa,✅ Sufficient data,0.151321,,0.391,✅ Sufficient data
Central African Republic,CAF,2021,0.387,11.64,398.1232264201741,5.986761571484917,Low,Africa,✅ Sufficient data,0.149769,11.74,0.389,✅ Sufficient data
Central African Republic,CAF,2022,0.387,,398.1232264201741,5.986761571484917,Low,Africa,✅ Sufficient data,0.149769,11.64,0.387,⚠️ Low data reliability
Central African Republic,CAF,2023,0.414,,398.1232264201741,5.986761571484917,Low,Africa,✅ Sufficient data,0.171396,,0.387,⚠️ Low data reliability
Canada,CAN,2010,0.911,,44538.12871675359,10.70410092638484,High,America,✅ Sufficient data,0.829921,,,⚠️ Low data reliability
Canada,CAN,2019,0.932,,44538.12871675359,10.70410092638484,High,America,✅ Sufficient data,0.8686240000000001,,0.911,⚠️ Low data reliability
Canada,CAN,2020,0.928,12.84,44538.12871675359,10.70410092638484,High,America,✅ Sufficient data,0.8611840000000001,,0.932,✅ Sufficient data
Canada,CAN,2021,0.934,12.51,44538.12871675359,10.70410092638484,High,America,✅ Sufficient data,0.8723560000000001,12.84,0.928,✅ Sufficient data
Canada,CAN,2022,0.935,,44538.12871675359,10.70410092638484,High,America,✅ Sufficient data,0.8742250000000001,12.51,0.934,⚠️ Low data reliability
Canada,CAN,2023,0.939,,44538.12871675359,10.70410092638484,High,America,✅ Sufficient data,0.8817209999999999,,0.935,⚠️ Low data reliability
Switzerland,CHE,2010,0.94,,87556.69967092044,11.380041858725887,High,Europe,✅ Sufficient data,0.8835999999999999,,,⚠️ Low data reliability
Switzerland,CHE,2019,0.96,,87556.69967092044,11.380041858725887,High,Europe,✅ Sufficient data,0.9216,,0.94,⚠️ Low data reliability
Switzerland,CHE,2020,0.957,11.48,87556.69967092044,11.380041858725887,High,Europe,✅ Sufficient data,0.9158489999999999,,0.96,✅ Sufficient data
Switzerland,CHE,2021,0.965,11.72,87556.69967092044,11.380041858725887,High,Europe,✅ Sufficient data,0.931225,11.48,0.957,✅ Sufficient data
Switzerland,CHE,2022,0.967,,87556.69967092044,11.380041858725887,High,Europe,✅ Sufficient data,0.935089,11.72,0.965,⚠️ Low data reliability
Switzerland,CHE,2023,0.97,,87556.69967092044,11.380041858725887,High,Europe,✅ Sufficient data,0.9409,,0.967,⚠️ Low data reliability
Chile,CHL,2010,0.813,,13681.448949055864,9.523796102896345,Upper-Middle,America,✅ Sufficient data,0.6609689999999999,,,⚠️ Low data reliability
Chile,CHL,2019,0.859,,13681.448949055864,9.523796102896345,Upper-Middle,America,✅ Sufficient data,0.737881,,0.813,⚠️ Low data reliability
Chile,CHL,2020,0.849,10.41,13681.448949055864,9.523796102896345,Upper-Middle,America,✅ Sufficient data,0.7208009999999999,,0.859,✅ Sufficient data
Chile,CHL,2021,0.856,10.61,13681.448949055864,9.523796102896345,Upper-Middle,America,✅ Sufficient data,0.7327359999999999,10.41,0.849,✅ Sufficient data
Chile,CHL,2022,0.86,,13681.448949055864,9.523796102896345,Upper-Middle,America,✅ Sufficient data,0.7395999999999999,10.61,0.856,⚠️ Low data reliability
Chile,CHL,2023,0.878,,13681.448949055864,9.523796102896345,Upper-Middle,America,✅ Sufficient data,0.770884,,0.86,⚠️ Low data reliability
China,CHN,2010,0.698,,10805.788872320349,9.287837276208364,Upper-Middle,Asia,✅ Sufficient data,0.4872039999999999,,,⚠️ Low data reliability
China,CHN,2019,0.775,,10805.788872320349,9.287837276208364,Upper-Middle,Asia,✅ Sufficient data,0.6006250000000001,,0.698,⚠️ Low data reliability
China,CHN,2020,0.781,9.04,10805.788872320349,9.287837276208364,Upper-Middle,Asia,✅ Sufficient data,0.6099610000000001,,0.775,✅ Sufficient data
China,CHN,2021,0.785,9.17,10805.788872320349,9.287837276208364,Upper-Middle,Asia,✅ Sufficient data,0.616225,9.04,0.781,✅ Sufficient data
China,CHN,2022,0.788,,10805.788872320349,9.287837276208364,Upper-Middle,Asia,✅ Sufficient data,0.620944,9.17,0.785,⚠️ Low data reliability
China,CHN,2023,0.797,,10805.788872320349,9.287837276208364,Upper-Middle,Asia,✅ Sufficient data,0.635209,,0.788,⚠️ Low data reliability
Ivory Coast,CIV,2010,0.47,,2107.016532991279,7.653028260470736,Low,Africa,✅ Sufficient data,0.22089999999999999,,,⚠️ Low data reliability
Ivory Coast,CIV,2019,0.529,,2107.016532991279,7.653028260470736,Low,Africa,✅ Sufficient data,0.279841,,0.47,⚠️ Low data reliability
Ivory Coast,CIV,2020,0.53,7.13,2107.016532991279,7.653028260470736,Low,Africa,✅ Sufficient data,0.28090000000000004,,0.529,✅ Sufficient data
Ivory Coast,CIV,2021,0.53,7.05,2107.016532991279,7.653028260470736,Low,Africa,✅ Sufficient data,0.28090000000000004,7.13,0.53,✅ Sufficient data
Ivory Coast,CIV,2022,0.534,,2107.016532991279,7.653028260470736,Low,Africa,✅ Sufficient data,0.285156,7.05,0.53,⚠️ Low data reliability
Ivory Coast,CIV,2023,0.582,,2107.016532991279,7.653028260470736,Low,Africa,✅ Sufficient data,0.33872399999999997,,0.534,⚠️ Low data reliability
Cameroon,CMR,2010,0.515,,1453.618899336538,7.281811518742444,Low,Africa,✅ Sufficient data,0.265225,,,⚠️ Low data reliability
Cameroon,CMR,2019,0.586,,1453.618899336538,7.281811518742444,Low,Africa,✅ Sufficient data,0.343396,,0.515,⚠️ Low data reliability
Cameroon,CMR,2020,0.585,7.2,1453.618899336538,7.281811518742444,Low,Africa,✅ Sufficient data,0.34222499999999995,,0.586,✅ Sufficient data
Cameroon,CMR,2021,0.581,7.16,1453.618899336538,7.281811518742444,Low,Africa,✅ Sufficient data,0.33756099999999994,7.2,0.585,✅ Sufficient data
Cameroon,CMR,2022,0.587,,1453.618899336538,7.281811518742444,Low,Africa,✅ Sufficient data,0.34456899999999996,7.16,0.581,⚠️ Low data reliability
Cameroon,CMR,2023,0.588,,1453.618899336538,7.281811518742444,Low,Africa,✅ Sufficient data,0.34574399999999994,,0.587,⚠️ Low data reliability
DR Congo,COD,2010,0.424,,483.90296886544473,6.181884409067587,Low,Africa,✅ Sufficient data,0.179776,,,⚠️ Low data reliability
DR Congo,COD,2019,0.476,,483.90296886544473,6.181884409067587,Low,Africa,✅ Sufficient data,0.22657599999999997,,0.424,⚠️ Low data reliability
DR Congo,COD,2020,0.477,8.08,483.90296886544473,6.181884409067587,Low,Africa,✅ Sufficient data,0.22752899999999998,,0.476,✅ Sufficient data
DR Congo,COD,2021,0.475,8.12,483.90296886544473,6.181884409067587,Low,Africa,✅ Sufficient data,0.225625,8.08,0.477,✅ Sufficient data
DR Congo,COD,2022,0.481,,483.90296886544473,6.181884409067587,Low,Africa,✅ Sufficient data,0.23136099999999998,8.12,0.475,⚠️ Low data reliability
DR Congo,COD,2023,0.522,,483.90296886544473,6.181884409067587,Low,Africa,✅ Sufficient data,0.272484,,0.481,⚠️ Low data reliability
Republic of the Congo,COG,2010,0.581,,1781.7540391942428,7.485353573360885,Low,Africa,✅ Sufficient data,0.33756099999999994,,,⚠️ Low data reliability
Republic of the Congo,COG,2019,0.596,,1781.7540391942428,7.485353573360885,Low,Africa,✅ Sufficient data,0.355216,,0.581,⚠️ Low data reliability
Republic of the Congo,COG,2020,0.598,9.56,1781.7540391942428,7.485353573360885,Low,Africa,✅ Sufficient data,0.357604,,0.596,✅ Sufficient data
Republic of the Congo,COG,2021,0.598,9.57,1781.7540391942428,7.485353573360885,Low,Africa,✅ Sufficient data,0.357604,9.56,0.598,✅ Sufficient data
Republic of the Congo,COG,2022,0.593,,1781.7540391942428,7.485353573360885,Low,Africa,✅ Sufficient data,0.351649,9.57,0.598,⚠️ Low data reliability
Republic of the Congo,COG,2023,0.649,,1781.7540391942428,7.485353573360885,Low,Africa,✅ Sufficient data,0.42120100000000005,,0.593,⚠️ Low data reliability
Cook Islands,COK,2020,,11.63,,,,,,,,,⚠️ Low data reliability
Cook Islands,COK,2021,,9.17,,,,,,,11.63,,⚠️ Low data reliability
Colombia,COL,2010,0.732,,6399.872076388859,8.764033281083758,Lower-Middle,America,✅ Sufficient data,0.535824,,,⚠️ Low data reliability
Colombia,COL,2019,0.768,,6399.872076388859,8.764033281083758,Lower-Middle,America,✅ Sufficient data,0.589824,,0.732,⚠️ Low data reliability
Colombia,COL,2020,0.756,6.77,6399.872076388859,8.764033281083758,Lower-Middle,America,✅ Sufficient data,0.571536,,0.768,✅ Sufficient data
Colombia,COL,2021,0.752,6.74,6399.872076388859,8.764033281083758,Lower-Middle,America,✅ Sufficient data,0.565504,6.77,0.756,✅ Sufficient data
Colombia,COL,2022,0.758,,6399.872076388859,8.764033281083758,Lower-Middle,America,✅ Sufficient data,0.574564,6.74,0.752,⚠️ Low data reliability
Colombia,COL,2023,0.788,,6399.872076388859,8.764033281083758,Lower-Middle,America,✅ Sufficient data,0.620944,,0.758,⚠️ Low data reliability
Comoros,COM,2010,0.524,,1456.4988169862852,7.283790764168665,Low,Africa,✅ Sufficient data,0.27457600000000004,,,⚠️ Low data reliability
Comoros,COM,2019,0.584,,1456.4988169862852,7.283790764168665,Low,Africa,✅ Sufficient data,0.34105599999999997,,0.524,⚠️ Low data reliability
Comoros,COM,2020,0.588,6.28,1456.4988169862852,7.283790764168665,Low,Africa,✅ Sufficient data,0.34574399999999994,,0.584,✅ Sufficient data
Comoros,COM,2021,0.585,6.3,1456.4988169862852,7.283790764168665,Low,Africa,✅ Sufficient data,0.34222499999999995,6.28,0.588,✅ Sufficient data
Comoros,COM,2022,0.586,,1456.4988169862852,7.283790764168665,Low,Africa,✅ Sufficient data,0.343396,6.3,0.585,⚠️ Low data reliability
Comoros,COM,2023,0.603,,1456.4988169862852,7.283790764168665,Low,Africa,✅ Sufficient data,0.36360899999999996,,0.586,⚠️ Low data reliability
Cape Verde,CPV,2010,0.649,,3738.988299914436,8.226570345770408,Lower-Middle,Africa,✅ Sufficient data,0.42120100000000005,,,⚠️ Low data reliability
Cape Verde,CPV,2019,0.667,,3738.988299914436,8.226570345770408,Lower-Middle,Africa,✅ Sufficient data,0.44488900000000003,,0.649,⚠️ Low data reliability
Cape Verde,CPV,2020,0.649,15.02,3738.988299914436,8.226570345770408,Lower-Middle,Africa,✅ Sufficient data,0.42120100000000005,,0.667,✅ Sufficient data
Cape Verde,CPV,2021,0.65,15.06,3738.988299914436,8.226570345770408,Lower-Middle,Africa,✅ Sufficient data,0.42250000000000004,15.02,0.649,✅ Sufficient data
Cape Verde,CPV,2022,0.661,,3738.988299914436,8.226570345770408,Lower-Middle,Africa,✅ Sufficient data,0.43692100000000006,15.06,0.65,⚠️ Low data reliability
Cape Verde,CPV,2023,0.668,,3738.988299914436,8.226570345770408,Lower-Middle,Africa,✅ Sufficient data,0.44622400000000007,,0.661,⚠️ Low data reliability
Costa Rica,CRI,2010,0.769,,12926.4479114404,9.467030717198368,Upper-Middle,America,✅ Sufficient data,0.591361,,,⚠️ Low data reliability
Costa Rica,CRI,2019,0.811,,12926.4479114404,9.467030717198368,Upper-Middle,America,✅ Sufficient data,0.6577210000000001,,0.769,⚠️ Low data reliability
Costa Rica,CRI,2020,0.811,8.98,12926.4479114404,9.467030717198368,Upper-Middle,America,✅ Sufficient data,0.6577210000000001,,0.811,✅ Sufficient data
Costa Rica,CRI,2021,0.804,9.85,12926.4479114404,9.467030717198368,Upper-Middle,America,✅ Sufficient data,0.6464160000000001,8.98,0.811,✅ Sufficient data
Costa Rica,CRI,2022,0.806,,12926.4479114404,9.467030717198368,Upper-Middle,America,✅ Sufficient data,0.6496360000000001,9.85,0.804,⚠️ Low data reliability
Costa Rica,CRI,2023,0.833,,12926.4479114404,9.467030717198368,Upper-Middle,America,✅ Sufficient data,0.693889,,0.806,⚠️ Low data reliability
Cuba,CUB,2010,0.779,,7685.769260722713,8.947125749951118,Upper-Middle,America,✅ Sufficient data,0.6068410000000001,,,⚠️ Low data reliability
Cuba,CUB,2019,0.766,,7685.769260722713,8.947125749951118,Upper-Middle,America,✅ Sufficient data,0.586756,,0.779,⚠️ Low data reliability
Cuba,CUB,2020,0.759,15.86,7685.769260722713,8.947125749951118,Upper-Middle,America,✅ Sufficient data,0.5760810000000001,,0.766,✅ Sufficient data
Cuba,CUB,2021,0.742,15.83,7685.769260722713,8.947125749951118,Upper-Middle,America,✅ Sufficient data,0.5505639999999999,15.86,0.759,✅ Sufficient data
Cuba,CUB,2022,0.764,,7685.769260722713,8.947125749951118,Upper-Middle,America,✅ Sufficient data,0.583696,15.83,0.742,⚠️ Low data reliability
Cuba,CUB,2023,0.762,,7685.769260722713,8.947125749951118,Upper-Middle,America,✅ Sufficient data,0.580644,,0.764,⚠️ Low data reliability
Cyprus,CYP,2010,0.859,,29123.884765625,10.279313898825858,High,Asia,✅ Sufficient data,0.737881,,,⚠️ Low data reliability
Cyprus,CYP,2019,0.901,,29123.884765625,10.279313898825858,High,Asia,✅ Sufficient data,0.811801,,0.859,⚠️ Low data reliability
Cyprus,CYP,2020,0.9,4.01,29123.884765625,10.279313898825858,High,Asia,✅ Sufficient data,0.81,,0.901,✅ Sufficient data
Cyprus,CYP,2021,0.901,4.04,29123.884765625,10.279313898825858,High,Asia,✅ Sufficient data,0.811801,4.01,0.9,✅ Sufficient data
Cyprus,CYP,2022,0.907,,29123.884765625,10.279313898825858,High,Asia,✅ Sufficient data,0.8226490000000001,4.04,0.901,⚠️ Low data reliability
Cyprus,CYP,2023,0.913,,29123.884765625,10.279313898825858,High,Asia,✅ Sufficient data,0.8335690000000001,,0.907,⚠️ Low data reliability
Germany,DEU,2010,0.929,,43704.69870516892,10.685210897161031,High,Europe,✅ Sufficient data,0.8630410000000001,,,⚠️ Low data reliability
Germany,DEU,2019,0.951,,43704.69870516892,10.685210897161031,High,Europe,✅ Sufficient data,0.9044009999999999,,0.929,⚠️ Low data reliability
Germany,DEU,2020,0.948,12.58,43704.69870516892,10.685210897161031,High,Europe,✅ Sufficient data,0.898704,,0.951,✅ Sufficient data
Germany,DEU,2021,0.948,12.31,43704.69870516892,10.685210897161031,High,Europe,✅ Sufficient data,0.898704,12.58,0.948,✅ Sufficient data
Germany,DEU,2022,0.95,,43704.69870516892,10.685210897161031,High,Europe,✅ Sufficient data,0.9025,12.31,0.948,⚠️ Low data reliability
Germany,DEU,2023,0.959,,43704.69870516892,10.685210897161031,High,Europe,✅ Sufficient data,0.919681,,0.95,⚠️ Low data reliability
Djibouti,DJI,2010,0.422,,2809.2923505689114,7.940687898074899,Lower-Middle,Africa,✅ Sufficient data,0.178084,,,⚠️ Low data reliability
Djibouti,DJI,2019,0.508,,2809.2923505689114,7.940687898074899,Lower-Middle,Africa,✅ Sufficient data,0.258064,,0.422,⚠️ Low data reliability
Djibouti,DJI,2020,0.512,5.62,2809.2923505689114,7.940687898074899,Lower-Middle,Africa,✅ Sufficient data,0.262144,,0.508,✅ Sufficient data
Djibouti,DJI,2021,0.512,5.63,2809.2923505689114,7.940687898074899,Lower-Middle,Africa,✅ Sufficient data,0.262144,5.62,0.512,✅ Sufficient data
Djibouti,DJI,2022,0.515,,2809.2923505689114,7.940687898074899,Lower-Middle,Africa,✅ Sufficient data,0.265225,5.63,0.512,⚠️ Low data reliability
Djibouti,DJI,2023,0.513,,2809.2923505689114,7.940687898074899,Lower-Middle,Africa,✅ Sufficient data,0.263169,,0.515,⚠️ Low data reliability
Dominica,DMA,2010,0.735,,8103.573165276459,9.00006037490624,Upper-Middle,America,⚠️ Low data reliability,0.540225,,,⚠️ Low data reliability
Dominica,DMA,2019,0.745,,8103.573165276459,9.00006037490624,Upper-Middle,America,⚠️ Low data reliability,0.555025,,0.735,⚠️ Low data reliability
Dominica,DMA,2020,0.738,4.18,8103.573165276459,9.00006037490624,Upper-Middle,America,⚠️ Low data reliability,0.544644,,0.745,✅ Sufficient data
Dominica,DMA,2021,0.737,4.23,8103.573165276459,9.00006037490624,Upper-Middle,America,⚠️ Low data reliability,0.543169,4.18,0.738,✅ Sufficient data
Dominica,DMA,2022,0.74,,8103.573165276459,9.00006037490624,Upper-Middle,America,⚠️ Low data reliability,0.5476,4.23,0.737,⚠️ Low data reliability
Dominica,DMA,2023,0.761,,8103.573165276459,9.00006037490624,Upper-Middle,America,⚠️ Low data reliability,0.579121,,0.74,⚠️ Low data reliability
Denmark,DNK,2010,0.913,,57891.36861618352,10.966323578461989,High,Europe,✅ Sufficient data,0.8335690000000001,,,⚠️ Low data reliability
Denmark,DNK,2019,0.946,,57891.36861618352,10.966323578461989,High,Europe,✅ Sufficient data,0.8949159999999999,,0.913,⚠️ Low data reliability
Denmark,DNK,2020,0.946,11.71,57891.36861618352,10.966323578461989,High,Europe,✅ Sufficient data,0.8949159999999999,,0.946,✅ Sufficient data
Denmark,DNK,2021,0.947,11.27,57891.36861618352,10.966323578461989,High,Europe,✅ Sufficient data,0.8968089999999999,11.71,0.946,✅ Sufficient data
Denmark,DNK,2022,0.952,,57891.36861618352,10.966323578461989,High,Europe,✅ Sufficient data,0.9063039999999999,11.27,0.947,⚠️ Low data reliability
Denmark,DNK,2023,0.962,,57891.36861618352,10.966323578461989,High,Europe,✅ Sufficient data,0.9254439999999999,,0.952,⚠️ Low data reliability
Dominican Republic,DOM,2010,0.707,,8074.933354914012,8.996519894795377,Upper-Middle,America,✅ Sufficient data,0.49984899999999993,,,⚠️ Low data reliability
Dominican Republic,DOM,2019,0.765,,8074.933354914012,8.996519894795377,Upper-Middle,America,✅ Sufficient data,0.585225,,0.707,⚠️ Low data reliability
Dominican Republic,DOM,2020,0.76,5.41,8074.933354914012,8.996519894795377,Upper-Middle,America,✅ Sufficient data,0.5776,,0.765,✅ Sufficient data
Dominican Republic,DOM,2021,0.756,5.39,8074.933354914012,8.996519894795377,Upper-Middle,America,✅ Sufficient data,0.571536,5.41,0.76,✅ Sufficient data
Dominican Republic,DOM,2022,0.766,,8074.933354914012,8.996519894795377,Upper-Middle,America,✅ Sufficient data,0.586756,5.39,0.756,⚠️ Low data reliability
Dominican Republic,DOM,2023,0.776,,8074.933354914012,8.996519894795377,Upper-Middle,America,✅ Sufficient data,0.602176,,0.766,⚠️ Low data reliability
Algeria,DZA,2010,0.721,,4550.9133539963495,8.423083228942046,Lower-Middle,Africa,✅ Sufficient data,0.519841,,,⚠️ Low data reliability
Algeria,DZA,2019,0.742,,4550.9133539963495,8.423083228942046,Lower-Middle,Africa,✅ Sufficient data,0.5505639999999999,,0.721,⚠️ Low data reliability
Algeria,DZA,2020,0.73,2.76,4550.9133539963495,8.423083228942046,Lower-Middle,Africa,✅ Sufficient data,0.5328999999999999,,0.742,✅ Sufficient data
Algeria,DZA,2021,0.74,2.76,4550.9133539963495,8.423083228942046,Lower-Middle,Africa,✅ Sufficient data,0.5476,2.76,0.73,✅ Sufficient data
Algeria,DZA,2022,0.745,,4550.9133539963495,8.423083228942046,Lower-Middle,Africa,✅ Sufficient data,0.555025,2.76,0.74,⚠️ Low data reliability
Algeria,DZA,2023,0.763,,4550.9133539963495,8.423083228942046,Lower-Middle,Africa,✅ Sufficient data,0.582169,,0.745,⚠️ Low data reliability
Ecuador,ECU,2010,0.736,,5862.552813536836,8.676340421419601,Lower-Middle,America,✅ Sufficient data,0.541696,,,⚠️ Low data reliability
Ecuador,ECU,2019,0.758,,5862.552813536836,8.676340421419601,Lower-Middle,America,✅ Sufficient data,0.574564,,0.736,⚠️ Low data reliability
Ecuador,ECU,2020,0.734,8.4,5862.552813536836,8.676340421419601,Lower-Middle,America,✅ Sufficient data,0.538756,,0.758,✅ Sufficient data
Ecuador,ECU,2021,0.746,8.51,5862.552813536836,8.676340421419601,Lower-Middle,America,✅ Sufficient data,0.556516,8.4,0.734,✅ Sufficient data
Ecuador,ECU,2022,0.765,,5862.552813536836,8.676340421419601,Lower-Middle,America,✅ Sufficient data,0.585225,8.51,0.746,⚠️ Low data reliability
Ecuador,ECU,2023,0.777,,5862.552813536836,8.676340421419601,Lower-Middle,America,✅ Sufficient data,0.6037290000000001,,0.765,⚠️ Low data reliability
Egypt,EGY,2010,0.667,,3781.571330775777,8.237894898208427,Lower-Middle,Africa,✅ Sufficient data,0.44488900000000003,,,⚠️ Low data reliability
Egypt,EGY,2019,0.724,,3781.571330775777,8.237894898208427,Lower-Middle,Africa,✅ Sufficient data,0.524176,,0.667,⚠️ Low data reliability
Egypt,EGY,2020,0.729,1.02,3781.571330775777,8.237894898208427,Lower-Middle,Africa,✅ Sufficient data,0.5314409999999999,,0.724,✅ Sufficient data
Egypt,EGY,2021,0.726,1.01,3781.571330775777,8.237894898208427,Lower-Middle,Africa,✅ Sufficient data,0.527076,1.02,0.729,✅ Sufficient data
Egypt,EGY,2022,0.728,,3781.571330775777,8.237894898208427,Lower-Middle,Africa,✅ Sufficient data,0.529984,1.01,0.726,⚠️ Low data reliability
Egypt,EGY,2023,0.754,,3781.571330775777,8.237894898208427,Lower-Middle,Africa,✅ Sufficient data,0.568516,,0.728,⚠️ Low data reliability
Eritrea,ERI,2010,0.458,,13205.7666875006,9.488408883439629,Upper-Middle,Africa,⚠️ Low data reliability,0.209764,,,⚠️ Low data reliability
Eritrea,ERI,2019,0.487,,13205.7666875006,9.488408883439629,Upper-Middle,Africa,⚠️ Low data reliability,0.237169,,0.458,⚠️ Low data reliability
Eritrea,ERI,2020,0.49,9.58,13205.7666875006,9.488408883439629,Upper-Middle,Africa,⚠️ Low data reliability,0.24009999999999998,,0.487,✅ Sufficient data
Eritrea,ERI,2021,0.49,9.66,13205.7666875006,9.488408883439629,Upper-Middle,Africa,⚠️ Low data reliability,0.24009999999999998,9.58,0.49,✅ Sufficient data
Eritrea,ERI,2022,0.493,,13205.7666875006,9.488408883439629,Upper-Middle,Africa,⚠️ Low data reliability,0.243049,9.66,0.49,⚠️ Low data reliability
Eritrea,ERI,2023,0.503,,13205.7666875006,9.488408883439629,Upper-Middle,Africa,⚠️ Low data reliability,0.253009,,0.493,⚠️ Low data reliability
Spain,ESP,2010,0.868,,27238.60217711745,10.21239044386299,High,Europe,✅ Sufficient data,0.753424,,,⚠️ Low data reliability
Spain,ESP,2019,0.904,,27238.60217711745,10.21239044386299,High,Europe,✅ Sufficient data,0.817216,,0.868,⚠️ Low data reliability
Spain,ESP,2020,0.894,7.55,27238.60217711745,10.21239044386299,High,Europe,✅ Sufficient data,0.7992360000000001,,0.904,✅ Sufficient data
Spain,ESP,2021,0.904,7.73,27238.60217711745,10.21239044386299,High,Europe,✅ Sufficient data,0.817216,7.55,0.894,✅ Sufficient data
Spain,ESP,2022,0.911,,27238.60217711745,10.21239044386299,High,Europe,✅ Sufficient data,0.829921,7.73,0.904,⚠️ Low data reliability
Spain,ESP,2023,0.918,,27238.60217711745,10.21239044386299,High,Europe,✅ Sufficient data,0.842724,,0.911,⚠️ Low data reliability
Estonia,EST,2010,0.864,,20574.64309656192,9.931814678933671,High,Europe,✅ Sufficient data,0.7464959999999999,,,⚠️ Low data reliability
Estonia,EST,2019,0.893,,20574.64309656192,9.931814678933671,High,Europe,✅ Sufficient data,0.7974490000000001,,0.864,⚠️ Low data reliability
Estonia,EST,2020,0.891,15.08,20574.64309656192,9.931814678933671,High,Europe,✅ Sufficient data,0.7938810000000001,,0.893,✅ Sufficient data
Estonia,EST,2021,0.89,15.19,20574.64309656192,9.931814678933671,High,Europe,✅ Sufficient data,0.7921,15.08,0.891,✅ Sufficient data
Estonia,EST,2022,0.899,,20574.64309656192,9.931814678933671,High,Europe,✅ Sufficient data,0.8082010000000001,15.19,0.89,⚠️ Low data reliability
Estonia,EST,2023,0.905,,20574.64309656192,9.931814678933671,High,Europe,✅ Sufficient data,0.819025,,0.899,⚠️ Low data reliability
Ethiopia,ETH,2010,0.409,,794.8338756012587,6.678133131310983,Low,Africa,✅ Sufficient data,0.16728099999999999,,,⚠️ Low data reliability
Ethiopia,ETH,2019,0.485,,794.8338756012587,6.678133131310983,Low,Africa,✅ Sufficient data,0.235225,,0.409,⚠️ Low data reliability
Ethiopia,ETH,2020,0.489,6.12,794.8338756012587,6.678133131310983,Low,Africa,✅ Sufficient data,0.239121,,0.485,✅ Sufficient data
Ethiopia,ETH,2021,0.489,6.17,794.8338756012587,6.678133131310983,Low,Africa,✅ Sufficient data,0.239121,6.12,0.489,✅ Sufficient data
Ethiopia,ETH,2022,0.492,,794.8338756012587,6.678133131310983,Low,Africa,✅ Sufficient data,0.242064,6.17,0.489,⚠️ Low data reliability
Ethiopia,ETH,2023,0.497,,794.8338756012587,6.678133131310983,Low,Africa,✅ Sufficient data,0.247009,,0.492,⚠️ Low data reliability
Finland,FIN,2010,0.912,,45546.99730774808,10.726499979719362,High,Europe,✅ Sufficient data,0.831744,,,⚠️ Low data reliability
Finland,FIN,2019,0.939,,45546.99730774808,10.726499979719362,High,Europe,✅ Sufficient data,0.8817209999999999,,0.912,⚠️ Low data reliability
Finland,FIN,2020,0.939,16.38,45546.99730774808,10.726499979719362,High,Europe,✅ Sufficient data,0.8817209999999999,,0.939,✅ Sufficient data
Finland,FIN,2021,0.941,15.67,45546.99730774808,10.726499979719362,High,Europe,✅ Sufficient data,0.8854809999999999,16.38,0.939,✅ Sufficient data
Finland,FIN,2022,0.942,,45546.99730774808,10.726499979719362,High,Europe,✅ Sufficient data,0.8873639999999999,15.67,0.941,⚠️ Low data reliability
Finland,FIN,2023,0.948,,45546.99730774808,10.726499979719362,High,Europe,✅ Sufficient data,0.898704,,0.942,⚠️ Low data reliability
Fiji,FJI,2010,0.699,,5200.689510375193,8.556546493928236,Lower-Middle,Oceania,✅ Sufficient data,0.48860099999999995,,,⚠️ Low data reliability
Fiji,FJI,2019,0.73,,5200.689510375193,8.556546493928236,Lower-Middle,Oceania,✅ Sufficient data,0.5328999999999999,,0.699,⚠️ Low data reliability
Fiji,FJI,2020,0.722,9.01,5200.689510375193,8.556546493928236,Lower-Middle,Oceania,✅ Sufficient data,0.521284,,0.73,✅ Sufficient data
Fiji,FJI,2021,0.715,8.89,5200.689510375193,8.556546493928236,Lower-Middle,Oceania,✅ Sufficient data,0.5112249999999999,9.01,0.722,✅ Sufficient data
Fiji,FJI,2022,0.729,,5200.689510375193,8.556546493928236,Lower-Middle,Oceania,✅ Sufficient data,0.5314409999999999,8.89,0.715,⚠️ Low data reliability
Fiji,FJI,2023,0.731,,5200.689510375193,8.556546493928236,Lower-Middle,Oceania,✅ Sufficient data,0.534361,,0.729,⚠️ Low data reliability
France,FRA,2010,0.88,,37877.78714253458,10.542120128025918,High,Europe,✅ Sufficient data,0.7744,,,⚠️ Low data reliability
France,FRA,2019,0.905,,37877.78714253458,10.542120128025918,High,Europe,✅ Sufficient data,0.819025,,0.88,⚠️ Low data reliability
France,FRA,2020,0.9,14.27,37877.78714253458,10.542120128025918,High,Europe,✅ Sufficient data,0.81,,0.905,✅ Sufficient data
France,FRA,2021,0.906,13.72,37877.78714253458,10.542120128025918,High,Europe,✅ Sufficient data,0.820836,14.27,0.9,✅ Sufficient data
France,FRA,2022,0.91,,37877.78714253458,10.542120128025918,High,Europe,✅ Sufficient data,0.8281000000000001,13.72,0.906,⚠️ Low data reliability
France,FRA,2023,0.92,,37877.78714253458,10.542120128025918,High,Europe,✅ Sufficient data,0.8464,,0.91,⚠️ Low data reliability
