Country Name,Year,SP.POP.0014.TO.ZS,SP.POP.1564.TO.ZS,HDI,Suicide Rate
Lesotho,2019,36.0717170297621,60.1484652771979,0.528,72.4
Lesotho,2020,35.8421971560475,60.3689225851194,0.53,20.77
Lesotho,2021,35.5971058684738,60.6177776048378,0.522,20.57
Liberia,2019,41.7171411461043,55.0727285542488,0.485,4.5
Liberia,2020,41.3767570155609,55.4018879830879,0.483,6.54
Liberia,2021,40.9559842588105,55.8111091484588,0.484,6.66
Libya,2019,29.8830137824848,65.4919610863566,0.756,4.5
Libya,2020,29.4627955066846,65.8907323772578,0.737,5.57
Libya,2021,29.0094216329663,66.3183804181397,0.746,5.52
Liechtenstein,2019,14.6488033298647,67.0720603537981,0.94,
Liechtenstein,2020,14.5755410529574,66.7694172878995,0.933,
Liechtenstein,2021,14.4939043130827,66.426339514394,0.936,
Lithuania,2019,15.1101157829283,65.0326934181688,0.886,26.1
Lithuania,2020,15.1154362250468,64.9504098074069,0.88,28.07
Lithuania,2021,15.1100157005533,64.9429993871864,0.875,27.91
Low & middle income,2019,27.864455160276304,64.8577647094554,,
Low & middle income,2020,27.618804244260414,64.87908742304657,,
Low & middle income,2021,27.35243982926036,64.95603542313744,,
Low income,2019,42.96658974881485,53.86080470105136,,
Low income,2020,42.71594101534924,54.09897968475719,,
Low income,2021,42.47581907425064,54.329512645103854,,
Lower middle income,2019,31.292500123942148,63.40583419803168,,
Lower middle income,2020,30.94604839687643,63.61643253965386,,
Lower middle income,2021,30.614320108151357,63.852294591674514,,
Luxembourg,2019,16.0193368517632,69.5105964077186,0.925,11.3
Luxembourg,2020,15.9743861769085,69.440387442376,0.921,8.93
Luxembourg,2021,15.9352870802188,69.3493722999841,0.927,9.02
"Macao SAR, China",2019,14.1109789649077,75.2676705803802,,
"Macao SAR, China",2020,14.3725391305239,74.3158243011478,,
"Macao SAR, China",2021,14.4086566570949,73.557823854194,,
Madagascar,2019,40.6510269439411,56.2569911629362,0.498,5.5
Madagascar,2020,40.3891452851397,56.4572904886486,0.486,6.25
Madagascar,2021,40.1348984137763,56.6577985720494,0.484,6.31
Malawi,2019,43.668681269471,53.5661428783472,0.514,5.4
Malawi,2020,43.1180685360249,54.174280465166,0.512,837.0
Malawi,2021,42.536827230936,54.8094108431188,0.509,8.31
Malaysia,2019,24.4741126096274,69.0435656266947,0.805,5.7
Malaysia,2020,23.9610306519632,69.314063209174,0.802,4.55
Malaysia,2021,23.3932786237229,69.6481154899357,0.798,5.17
Maldives,2019,21.6703469740492,74.4968025407448,0.753,2.7
Maldives,2020,21.2431925929835,74.8871033431351,0.737,2.12
Maldives,2021,20.7675623627467,75.3045363443239,0.753,2.22
Mali,2019,47.5809167229536,49.8960730509992,0.421,4.1
Mali,2020,47.3193439270552,50.1900573945124,0.407,4.14
Mali,2021,47.032655704421,50.5136301213243,0.408,4.09
Malta,2019,13.5549402746543,67.8634883252598,0.905,6.1
Malta,2020,13.3328123055191,68.1674197448314,0.901,5.06
Malta,2021,13.2261838583537,68.00171251,0.912,4.96
Marshall Islands,2019,35.0879983638781,61.3386658789042,0.722,
Marshall Islands,2020,34.5497757952537,61.7458700666175,0.727,20.11
Marshall Islands,2021,34.4272004254599,61.7049822322141,0.729,20.04
Mauritania,2019,43.9837384179987,52.7171314687531,0.552,3.1
Mauritania,2020,43.8157848113456,52.9241015092831,0.539,3.46
Mauritania,2021,43.6141760462711,53.1643552537665,0.538,3.55
Mauritius,2019,16.872312966951,72.2329293227705,0.806,9.5
Mauritius,2020,16.3546398404642,72.2441851494245,0.792,11.22
Mauritius,2021,15.8821325178851,72.2163589524575,0.79,10.96
Mexico,2019,26.3467733838135,66.3185850415085,0.781,5.3
Mexico,2020,25.9842947015035,66.5296254239814,0.757,6.73
Mexico,2021,25.6612568545109,66.7529844097424,0.757,6.84
Micronesia,2019,,,0.64,28.2
Micronesia,2020,,,0.636,20.16
Micronesia,2021,,,0.634,20.17
"Micronesia, Fed. Sts.",2019,33.0679530657768,62.1592825665113,,
"Micronesia, Fed. Sts.",2020,32.7669913854116,62.1990416213999,,
"Micronesia, Fed. Sts.",2021,32.4897311970042,62.2228990947328,,
"Middle East, North Africa, Afghanistan & Pakistan",2019,33.658468895593295,61.75604872768803,,
"Middle East, North Africa, Afghanistan & Pakistan",2020,33.46166908397782,61.87174478788442,,
"Middle East, North Africa, Afghanistan & Pakistan",2021,33.24807244478739,62.01902023244202,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2019,34.55119316160312,60.78968003493687,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2020,34.341708494031145,60.91795213655372,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2021,34.09382189512232,61.10346088078829,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2019,34.585420781843666,60.7633982028938,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2020,34.376145182278435,60.89159528044627,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2021,34.12829220006591,61.07718364601773,,
Middle income,2019,26.42024276613351,65.90940054602667,,
Middle income,2020,26.147701902736078,65.92952777979364,,
Middle income,2021,25.85099713545339,66.01103210920792,,
Moldova,2019,19.779429293296,66.4191106875943,0.773,14.7
Moldova,2020,19.9923691755093,65.7164519859204,0.765,14.79
Moldova,2021,20.1461350426296,65.1563102257656,0.767,14.92
Monaco,2019,12.5469049305938,51.1677031672308,,
Monaco,2020,12.7961524815705,50.7404633316251,,15.5
Monaco,2021,12.7845407117087,49.8961767072443,,15.42
Mongolia,2019,32.3050691134454,63.5207736361981,0.749,17.9
Mongolia,2020,32.7657940634538,62.9278480776094,0.74,15.94
Mongolia,2021,32.9207581338777,62.6443179783416,0.73,14.59
Montenegro,2019,18.417143982873,65.3815437006931,0.841,21.0
Montenegro,2020,18.4380731492676,64.9212498046666,0.832,16.87
Montenegro,2021,18.4866949683738,64.6004267612596,0.84,15.45
Morocco,2019,27.2315933728017,66.0482046040394,0.684,7.2
Morocco,2020,26.999138535403,66.0303401948732,0.683,3.67
Morocco,2021,26.7273305503121,66.0542531523781,0.688,3.68
Mozambique,2019,45.2864707248402,51.9043292850646,0.465,13.6
Mozambique,2020,45.1844236467054,52.004506412617,0.467,9.44
Mozambique,2021,45.079379521758,52.1299790587805,0.459,9.28
Myanmar,2019,25.3740911526027,68.3076557112743,0.608,2.9
Myanmar,2020,25.145748198512,68.3464361199178,0.615,3.56
Myanmar,2021,24.9363048400717,68.3772458748557,0.599,3.57
Namibia,2019,36.9756851032892,59.4533208803112,0.638,9.7
Namibia,2020,37.1394861734893,59.2853021416492,0.634,11.66
Namibia,2021,37.3547680656527,59.0999440500472,0.616,11.57
Nauru,2019,37.5938551825321,60.365064296194,0.68,
Nauru,2020,37.9927853645967,59.8900626986172,0.689,23.66
Nauru,2021,38.2756117350643,59.5037793056326,0.693,23.55
Nepal,2019,30.9398988286205,63.0119007793447,0.598,9.0
Nepal,2020,30.0759898275165,63.8354856215394,0.593,12.97
Nepal,2021,29.3609213364135,64.5282088114644,0.591,13.07
Netherlands,2019,15.7938725270359,65.1412740704822,0.941,11.8
Netherlands,2020,15.6195584090952,65.0100463629003,0.938,11.27
Netherlands,2021,15.4869781775407,64.8512129916232,0.941,11.23
New Caledonia,2019,22.5959605932174,67.4121845094956,,
New Caledonia,2020,22.3026886459647,67.4425928956124,,
New Caledonia,2021,22.029598827547,67.4616253059106,,
New Zealand,2019,19.166122596844,65.5322656370177,0.937,11.0
New Zealand,2020,19.0190132142776,65.3602688024111,0.935,11.27
New Zealand,2021,18.8607134351072,65.0927086211955,0.936,11.31
Nicaragua,2019,30.7866147145045,64.0979157287315,0.661,4.4
Nicaragua,2020,30.4224413112216,64.4168622540409,0.652,5.75
Nicaragua,2021,30.0544671342344,64.7815844138997,0.665,5.72
Niger,2019,48.3222707055363,49.1669828740346,0.39,5.3
Niger,2020,48.0192473833845,49.4543791262978,0.391,3.59
Niger,2021,47.681035207537,49.7819108861512,0.389,3.55
Nigeria,2019,43.2268011629494,53.7983137946911,0.537,3.5
Nigeria,2020,42.8257357546021,54.1929528639579,0.539,4.3
Nigeria,2021,42.3946991196532,54.6149618714835,0.542,4.27
Niue,2020,,,,15.63
Niue,2021,,,,15.59
North America,2019,18.33934143513902,65.7972480641251,,
North America,2020,18.1332953474693,65.59746907048161,,
North America,2021,17.897367239639152,65.42099146263566,,
North Korea,2019,,,,9.4
North Korea,2020,,,,10.87
North Korea,2021,,,,10.88
North Macedonia,2019,17.2420652799976,66.9991320803039,0.787,9.4
North Macedonia,2020,17.2117164628178,66.4419445244978,0.766,7.96
North Macedonia,2021,17.2219873778265,66.0536192522584,0.764,7.91
Northern Mariana Islands,2019,23.9107398865549,70.3764881879948,,
Northern Mariana Islands,2020,23.4998316781687,70.3122369971385,,13.21
Northern Mariana Islands,2021,23.2263351710339,69.8461014495839,,15.59
Norway,2019,17.4376307856202,65.167513583566,0.961,11.8
Norway,2020,17.2110323076155,65.0607837656888,0.963,12.22
Norway,2021,16.9884915942143,64.9374857909645,0.964,11.68
OECD members,2019,17.77002762051859,65.27399127879406,,
OECD members,2020,17.606589170023238,65.1304014677595,,
OECD members,2021,17.422441539302596,65.00545635229741,,
Oman,2019,23.9853669193144,73.4038901464767,0.841,4.9
Oman,2020,25.5561723486132,71.8368051805015,0.823,1.05
Oman,2021,26.7107610305162,70.6732743403733,0.81,1.04
Other small states,2019,25.00080513099268,65.55032315969993,,
Other small states,2020,24.70917464651325,65.68727022657379,,
Other small states,2021,24.43366479075269,65.82471168456813,,
Pacific island small states,2019,34.37503563543663,60.80746358070438,,
Pacific island small states,2020,34.20691440592659,60.89763723898302,,
Pacific island small states,2021,34.032007709278595,61.01983562782677,,
Pakistan,2019,38.0886554477603,57.9268695957871,0.537,8.9
Pakistan,2020,37.8598272201773,58.1175150077395,0.536,5.89
Pakistan,2021,37.5856838554854,58.362142214514,0.537,5.82
Palau,2019,19.4516237779526,71.4546578267221,0.792,
Palau,2020,19.2417940647482,71.2370728417266,0.794,15.04
Palau,2021,19.0547151774166,71.0088286565821,0.802,14.99
Palestine,2019,,,0.739,
Palestine,2020,,,0.715,0.77
Palestine,2021,,,0.715,0.78
Panama,2019,26.7423044439624,65.1881520310586,0.82,2.9
Panama,2020,26.389881723939,65.316702152513,0.809,5.35
Panama,2021,26.0430615788402,65.4480767615447,0.813,5.28
Papua New Guinea,2019,35.00210739712,61.947219328526,0.562,3.0
Papua New Guinea,2020,34.699081185428,62.1903603755823,0.567,2.32
Papua New Guinea,2021,34.4072534060076,62.4217908585089,0.564,2.28
Paraguay,2019,29.2982426250081,64.6699768444118,0.746,6.0
Paraguay,2020,29.1342730887552,64.7156887396906,0.742,5.91
Paraguay,2021,29.0219356684184,64.7905233579816,0.73,5.8
Peru,2019,25.9076658749804,65.4853603481098,0.774,2.8
Peru,2020,25.503688428423,65.7782365403473,0.758,2.97
Peru,2021,25.1403582025054,66.1055495371832,0.755,2.9
Philippines,2019,31.2733955871098,64.2071776686226,0.714,2.2
Philippines,2020,30.6822971768056,64.592028512455,0.705,3.59
Philippines,2021,30.013648868555,65.1056206866521,0.692,3.77
Poland,2019,15.4223233212563,67.0192549762975,0.88,11.3
Poland,2020,15.4887942190267,66.4351589630372,0.874,15.21
Poland,2021,15.4620974810097,66.0026656203027,0.876,15.15
Portugal,2019,13.5319073483259,64.0780142495373,0.864,11.5
Portugal,2020,13.3376979493505,63.7995986507522,0.861,11.66
Portugal,2021,13.1454802207554,63.5636491754777,0.865,11.62
Post-demographic dividend,2019,15.950000834853643,64.87098498058717,,
Post-demographic dividend,2020,15.813580702777752,64.6707467520339,,
Post-demographic dividend,2021,15.651050583216534,64.48640293158614,,
Pre-demographic dividend,2019,43.603569845110094,53.57059299037064,,
Pre-demographic dividend,2020,43.3071761904822,53.85357895708324,,
Pre-demographic dividend,2021,42.994838872710254,54.15682953179983,,
Puerto Rico,2020,,,,7.15
Puerto Rico,2021,,,,7.1
Puerto Rico (US),2019,14.01952781424,64.2849756753896,,
Puerto Rico (US),2020,13.3781925358805,64.1679678735456,,
Puerto Rico (US),2021,12.82620857553,63.9680192794194,,
Qatar,2019,14.555646853503,84.2722328471747,0.869,5.8
Qatar,2020,15.3971195434075,83.3551879431043,0.863,3.88
Qatar,2021,15.5429590668786,83.1531782441238,0.864,3.81
Republic of the Congo,2019,,,0.596,6.5
Republic of the Congo,2020,,,0.598,9.56
Republic of the Congo,2021,,,0.598,9.57
Romania,2019,16.0441184599659,65.3516450135071,0.834,9.7
Romania,2020,16.0985844556462,64.8847498479951,0.828,10.6
Romania,2021,16.0980080122979,64.5750261544466,0.825,10.76
Russia,2019,,,0.839,25.1
Russia,2020,,,0.826,24.25
Russia,2021,,,0.818,24.1
Russian Federation,2019,17.639402169887,67.2972984998669,,
Russian Federation,2020,17.6685472254658,66.8593105362114,,
Russian Federation,2021,17.7204822466031,66.546118958482,,
Rwanda,2019,39.6628690297816,56.9801057489909,0.531,5.6
Rwanda,2020,39.1565729772995,57.3677254660379,0.535,7.35
Rwanda,2021,38.6402735701139,57.7540684344595,0.539,7.36
Saint Kitts and Nevis,2019,,,0.838,
Saint Kitts and Nevis,2020,,,0.832,2.8
Saint Kitts and Nevis,2021,,,0.832,2.85
Saint Lucia,2019,,,0.733,7.9
Saint Lucia,2020,,,0.724,6.79
Saint Lucia,2021,,,0.717,6.77
Saint Vincent and the Grenadines,2019,,,0.789,1.0
Saint Vincent and the Grenadines,2020,,,0.785,6.12
Saint Vincent and the Grenadines,2021,,,0.773,6.19
Samoa,2019,38.4572849110614,56.371809447539,0.712,12.6
Samoa,2020,38.598167440456,56.1034990374816,0.712,12.27
Samoa,2021,38.7091341993367,55.8700807843614,0.708,12.18
San Marino,2019,13.6770265200704,66.6695524197039,0.861,
San Marino,2020,13.398622316177,66.6522858334412,0.844,8.01
San Marino,2021,13.2084749439583,66.3938101091908,0.853,7.59
Sao Tome and Principe,2019,40.4731667541426,55.7042906950589,0.608,1.5
Sao Tome and Principe,2020,39.9345550039207,56.2254380054683,0.609,1.13
Sao Tome and Principe,2021,39.352634021292,56.815611751614,0.609,1.15
Saudi Arabia,2019,25.7510157866464,71.7987360634578,0.862,6.0
Saudi Arabia,2020,25.4909400592239,71.9864782936657,0.861,7.86
Saudi Arabia,2021,25.2064849390766,72.1749607532303,0.867,7.87
Senegal,2019,40.8595094154888,55.629971072753,0.514,6.0
Senegal,2020,40.3310678021691,56.1414662545808,0.514,7.68
Senegal,2021,39.7622761897608,56.694618125052,0.512,7.58
Serbia,2019,14.2533414248396,64.6822977246048,0.812,11.4
Serbia,2020,14.2609917583165,64.1681331223259,0.806,16.46
Serbia,2021,14.3077246054747,63.8036743847863,0.804,15.91
Seychelles,2019,20.7364184597601,71.8981219799321,0.808,8.1
Seychelles,2020,20.5892377650863,71.8328885785304,0.799,7.3
Seychelles,2021,20.4484195548328,71.6597215164143,0.795,5.77
Sierra Leone,2019,40.2013918536636,56.6634454178749,0.457,6.7
Sierra Leone,2020,39.8111457761194,57.0479041038309,0.453,5.08
Sierra Leone,2021,39.4052666208913,57.4431392673784,0.456,5.09
Singapore,2019,12.2130675867847,76.8118792234851,0.945,11.2
Singapore,2020,12.1745227285284,76.2405295018345,0.942,8.15
Singapore,2021,12.1688552167305,75.5729505669556,0.942,7.75
Sint Maarten (Dutch part),2019,17.860812935656,71.4964899899714,,
Sint Maarten (Dutch part),2020,17.2822044747912,71.2357495580077,,
Sint Maarten (Dutch part),2021,16.6221644896683,71.0579490510211,,
Slovak Republic,2019,15.7942056374998,67.9466053941882,,
Slovak Republic,2020,15.8547162995723,67.3811945998033,,
Slovak Republic,2021,15.9261506893838,66.9089610618438,,
Slovakia,2019,,,0.863,12.1
Slovakia,2020,,,0.86,12.43
Slovakia,2021,,,0.852,12.34
Slovenia,2019,15.1074701233225,65.0408615176971,0.918,19.8
Slovenia,2020,15.1382490506771,64.7403622350344,0.91,17.07
Slovenia,2021,15.1623094269489,64.4067832697893,0.916,17.12
Small states,2019,25.79175038152851,65.57439394485972,,
Small states,2020,25.551402637900893,65.62934135116419,,
Small states,2021,25.30860580709488,65.71965977044954,,
Solomon Islands,2019,38.7147787465992,57.5433257295574,0.568,14.7
Solomon Islands,2020,38.425355071471,57.8718814556923,0.566,18.55
Solomon Islands,2021,38.090576671783,58.2545176546028,0.564,18.27
Somalia,2019,47.1380616932062,50.344165054007,,7.9
Somalia,2020,47.0325890512153,50.4301809531276,,5.85
Somalia,2021,46.9504424112153,50.5124604176556,,5.78
South Africa,2019,27.4300151160759,66.6247646931523,0.741,23.5
South Africa,2020,26.9991523285718,66.8913586802342,0.722,15.1
South Africa,2021,26.6135516247987,67.1518228261005,0.721,15.3
South Asia,2019,27.13060896243896,66.65111825462634,,
South Asia,2020,26.667211293438367,66.92433036721302,,
South Asia,2021,26.2501936646375,67.21055708593873,,
South Asia (IDA & IBRD),2019,27.13060896243896,66.65111825462634,,
South Asia (IDA & IBRD),2020,26.667211293438367,66.92433036721302,,
South Asia (IDA & IBRD),2021,26.2501936646375,67.21055708593873,,
South Korea,2019,,,0.922,28.6
South Korea,2020,,,0.922,25.63
South Korea,2021,,,0.926,25.81
South Sudan,2019,43.560891549232,53.8126725447321,0.391,3.9
South Sudan,2020,42.425690521829,54.8803721131261,0.386,8.14
South Sudan,2021,41.6344661865048,55.6038406814789,0.381,8.03
Spain,2019,14.4487958383745,66.1693765330282,0.904,7.7
Spain,2020,14.1995072556252,66.2408766587242,0.894,7.55
Spain,2021,13.9083161586305,66.2783015470184,0.904,7.73
Sri Lanka,2019,23.6544870392859,65.9700520980039,0.775,14.0
Sri Lanka,2020,23.3374525364923,65.9468366164111,0.777,14.86
Sri Lanka,2021,23.0159928656676,65.9383621554748,0.783,16.27
St. Kitts and Nevis,2019,19.3167417441402,71.7272078634335,,
St. Kitts and Nevis,2020,19.0655003200341,71.4988265414977,,
St. Kitts and Nevis,2021,18.8172272950837,71.3170669118748,,
St. Lucia,2019,19.0775716742232,72.3952572729601,,
St. Lucia,2020,18.7337482924312,72.5571597274622,,
St. Lucia,2021,18.4529077648693,72.7137271596778,,
St. Martin (French part),2019,20.1377438606219,63.6525469481855,,
St. Martin (French part),2020,19.3811741018058,62.4756181966904,,
St. Martin (French part),2021,21.097426654651,63.0469610493642,,
St. Vincent and the Grenadines,2019,22.46392811543,66.995305615022,,
St. Vincent and the Grenadines,2020,22.2383749009911,66.9841392500435,,
St. Vincent and the Grenadines,2021,22.0767981641563,66.9562723038477,,
Sub-Saharan Africa,2019,42.28723489703439,54.65606181536288,,
Sub-Saharan Africa,2020,41.98576574548761,54.93397315134543,,
Sub-Saharan Africa,2021,41.67541717571402,55.22658314889085,,
Sub-Saharan Africa (IDA & IBRD countries),2019,42.28723489703438,54.65606181536288,,
Sub-Saharan Africa (IDA & IBRD countries),2020,41.98576574548761,54.93397315134542,,
Sub-Saharan Africa (IDA & IBRD countries),2021,41.67541717571402,55.22658314889085,,
Sub-Saharan Africa (excluding high income),2019,42.45059996490152,54.491014258108464,,
Sub-Saharan Africa (excluding high income),2020,42.1616197575836,54.757271058634,,
Sub-Saharan Africa (excluding high income),2021,41.86006707711169,55.041877452463005,,
Sudan,2019,41.6799263452386,55.4021203330087,0.521,3.8
Sudan,2020,41.4339626569199,55.5761399455358,0.518,4.34
Sudan,2021,41.1789830778437,55.7673796642365,0.516,4.28
Suriname,2019,27.1645250326858,66.0642358130505,0.71,25.4
Suriname,2020,26.8331002022647,66.1833381919318,0.702,25.17
Suriname,2021,26.5425735075158,66.2930331317892,0.689,23.6
Sweden,2019,17.7766784624178,62.2726593946469,0.947,14.7
Sweden,2020,17.7359001549834,62.2041144475448,0.944,12.98
Sweden,2021,17.650117992462,62.1530987776028,0.949,12.32
Switzerland,2019,15.0312374526728,66.3866169304802,0.96,14.5
Switzerland,2020,15.0518920514782,66.1965690619318,0.957,11.48
Switzerland,2021,15.0790106400884,65.9929595917595,0.965,11.72
Syria,2019,,,0.564,2.0
Syria,2020,,,0.561,0.89
Syria,2021,,,0.558,0.89
Syrian Arab Republic,2019,36.1049486541256,59.4003650668233,,
Syrian Arab Republic,2020,34.5884513066839,60.8639526516372,,
Syrian Arab Republic,2021,33.3574184597375,62.0241136839542,,
Taiwan,2020,,,,15.87
Taiwan,2021,,,,16.04
Tajikistan,2019,36.3201453184618,60.4935946256262,0.668,4.3
Tajikistan,2020,36.4444747143913,60.2954588429613,0.656,3.41
Tajikistan,2021,36.5560594842423,60.1041285770808,0.677,3.37
Tanzania,2019,43.5911795764862,53.4064794475076,0.533,4.3
Tanzania,2020,43.3726253088519,53.6083841322846,0.535,5.65
Tanzania,2021,43.132862155989,53.839348530772,0.529,5.66
Thailand,2019,16.5514326299846,71.119813854904,0.801,8.8
Thailand,2020,16.1671338087241,70.9348809059768,0.8,11.95
Thailand,2021,15.7908306139144,70.7171395974968,0.797,12.0
Timor-Leste,2019,36.5772713593854,57.8625759976694,0.627,3.7
Timor-Leste,2020,36.0057493909559,58.4586142263491,0.633,4.04
Timor-Leste,2021,35.4378087877651,59.0810127997979,0.574,4.08
Togo,2019,40.9267242092348,56.0742451791714,0.536,8.8
Togo,2020,40.7386316548498,56.2246787540613,0.54,7.89
Togo,2021,40.5051722000814,56.422234082496,0.545,7.88
Tokelau,2020,,,,15.95
Tokelau,2021,,,,15.83
Tonga,2019,35.9919371247143,57.7725833849881,0.74,3.8
Tonga,2020,35.7722308154413,57.8925957986254,0.742,4.62
Tonga,2021,35.6514155437271,57.926618289024,0.738,4.64
Trinidad and Tobago,2019,18.8380786776699,71.3159659881446,0.813,8.7
Trinidad and Tobago,2020,18.7459888381244,70.8098487296116,0.815,13.93
Trinidad and Tobago,2021,18.5453555530536,70.5391312530773,0.804,13.82
Tunisia,2019,25.111470818599,66.9427854850001,0.74,3.3
Tunisia,2020,25.08334894347,66.6348757150563,0.734,3.06
Tunisia,2021,24.9611231491401,66.4809898392949,0.729,3.06
Turkey,2019,,,0.842,2.4
Turkey,2020,,,0.835,3.82
Turkey,2021,,,0.841,3.84
Turkiye,2019,22.9618328859766,68.5155348426091,,
Turkiye,2020,22.769897603882,68.2662379795384,,
Turkiye,2021,22.5061384445013,68.1089016969559,,
Turkmenistan,2019,30.8693214649238,65.4019223701781,0.732,5.7
Turkmenistan,2020,31.2273090652083,64.974966589505,0.731,9.73
Turkmenistan,2021,31.527704250545,64.5856656124571,0.74,9.72
Turks and Caicos Islands,2019,16.8908039985637,73.2946450290162,,
Turks and Caicos Islands,2020,16.675490869766,73.24689369276,,
Turks and Caicos Islands,2021,16.522815432051,73.1464188225933,,
Tuvalu,2019,31.6699744825631,62.7114639448067,0.654,
Tuvalu,2020,31.6649838934564,62.6087792682341,0.655,16.61
Tuvalu,2021,31.6476185804679,62.5938097807426,0.653,16.49
Uganda,2019,45.7632788183389,52.2003191305973,0.544,4.6
Uganda,2020,45.2237814826309,52.7143590674189,0.545,5.88
Uganda,2021,44.7325571492453,53.1816671977675,0.545,5.84
Ukraine,2019,15.3715841763117,67.9121159385835,0.774,21.6
Ukraine,2020,15.2834003668463,67.6202746084606,0.762,22.9
Ukraine,2021,15.1444728325745,67.4674594976279,0.755,23.17
United Arab Emirates,2019,16.6494070201078,81.8226037478217,0.933,6.4
United Arab Emirates,2020,16.5795684066633,81.8563407363944,0.93,2.69
United Arab Emirates,2021,16.5083622023306,81.87240475274,0.931,2.37
United Kingdom,2019,18.0221596598278,63.5198822523142,0.933,7.9
United Kingdom,2020,17.9663259938257,63.4278786786019,0.92,8.29
United Kingdom,2021,17.8347922924352,63.4465589396069,0.931,8.47
United States,2019,18.6084404882877,65.718674264212,0.933,16.1
United States,2020,18.3928572241369,65.5352308319268,0.923,15.38
United States,2021,18.1461171256033,65.380112850592,0.921,15.25
United States Virgin Islands,2020,,,,8.14
United States Virgin Islands,2021,,,,7.02
Upper middle income,2019,21.269454124205797,68.5560877307457,,
Upper middle income,2020,21.03370571669834,68.39478539519563,,
Upper middle income,2021,20.730097262518697,68.3318234438704,,
Uruguay,2019,20.1749643935287,64.6984116798351,0.818,21.2
Uruguay,2020,19.8076445556416,64.866512423771,0.82,20.05
Uruguay,2021,19.4316121158379,65.0844077970509,0.814,21.31
Uzbekistan,2019,29.3439503667878,65.4579393879532,0.725,8.0
Uzbekistan,2020,29.7356662994145,64.9556790474422,0.716,9.12
Uzbekistan,2021,30.1776585415555,64.4123354034613,0.721,8.96
Vanuatu,2019,39.003097767176,56.990696423954,0.614,18.0
Vanuatu,2020,39.0050809998712,56.9353055041098,0.612,16.37
Vanuatu,2021,38.9610241002261,56.9427711581938,0.614,16.31
Venezuela,2019,,,0.72,2.1
Venezuela,2020,,,0.691,8.06
Venezuela,2021,,,0.69,8.11
"Venezuela, RB",2019,28.0354811155868,64.1174309382738,,
"Venezuela, RB",2020,27.831238330721,63.9037019217797,,
"Venezuela, RB",2021,27.37666844466,63.9917694088773,,
Viet Nam,2019,24.53947310095,68.2102971289821,,
Viet Nam,2020,24.3889440319711,68.0438111484831,,
Viet Nam,2021,24.1976460962436,67.91665042917,,
Vietnam,2019,,,0.717,7.5
Vietnam,2020,,,0.726,8.02
Vietnam,2021,,,0.718,8.01
Virgin Islands (U.S.),2019,16.8513804581946,62.5404906430949,,
Virgin Islands (U.S.),2020,16.4634320147309,62.3448661159663,,
Virgin Islands (U.S.),2021,16.4876236772411,62.0530135400066,,
West Bank and Gaza,2019,39.5223919312078,56.9725227158673,,
West Bank and Gaza,2020,39.3067665649116,57.1178387168293,,
West Bank and Gaza,2021,39.0266165034066,57.3431169497133,,
World,2019,26.036583026153817,64.85871940132047,,
World,2020,25.83150842657011,64.83763744898198,,
World,2021,25.60661730014132,64.86657462580096,,
Yemen,2019,,,0.43,5.8
Yemen,2020,,,0.43,3.56
Yemen,2021,,,0.425,3.56
"Yemen, Rep.",2019,41.3900254497061,56.0378603449605,,
"Yemen, Rep.",2020,41.3521086083527,56.1012870575808,,
"Yemen, Rep.",2021,41.3543731237748,56.126745093841,,
Zambia,2019,43.7567582888466,54.4562325929206,0.574,7.3
Zambia,2020,43.3344027971507,54.8573210219947,0.569,8.28
Zambia,2021,42.8932123845063,55.2798254096854,0.565,8.16
Zimbabwe,2019,42.5422575941545,53.9235009569379,0.56,14.1
Zimbabwe,2020,42.1837994135142,54.2345267694812,0.554,17.56
Zimbabwe,2021,41.8719254855762,54.5301005683915,0.549,17.61
